queue_id,queue_audit_status,source_id,paper_title,response_type,local_relpath,candidate_descriptor,candidate_type,candidate_label,pdf_page,source_page_render,render_status,candidate_text,next_action
DIG-ad751939-rate,audited_candidate_available,ad751939-b061-4323-9097-c1e7d2e9576f,Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,rate,literature/META_ANALYSIS_POOL/Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,table:Table 1:p4,table,Table 1,4,digitization/figures/source_pages/ad751939__page-004.png,rendered,"Table 1. Oculina patagonica. Percentage lesion recovery over 45 d of 2 cm2 lesions inflicted on the surface of unbleached, partly bleached, and totally bleached colonies.","Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-b269f689-rate,audited_candidate_available,b269f689-c2c5-48a1-8ecb-f284c3ed7edc,Titlyanov et al. - 2005 - Regeneration of artificial injuries on scleractinian corals and coralalgal competition for newly fo.pdf,rate,literature/META_ANALYSIS_POOL/Titlyanov et al. - 2005 - Regeneration of artificial injuries on scleractinian corals and coralalgal competition for newly fo.pdf,figure:Fig. 1:p5,figure,Fig. 1,5,digitization/figures/source_pages/b269f689__page-005.png,rendered,"Fig. 1. Regeneration and growth rates of inflicted injuries on fragments of the corals P. lutea and P. cylindrica under light intensity 30-70% PAR0 during winter, spring and summer periods. File, osmotic shock, cement, and Water-Pik injuries are compared; error bars represent mean +/- S.D.; inserts summarize statistical comparisons among recovery periods.","Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-b269f689-rate,audited_candidate_available,b269f689-c2c5-48a1-8ecb-f284c3ed7edc,Titlyanov et al. - 2005 - Regeneration of artificial injuries on scleractinian corals and coralalgal competition for newly fo.pdf,rate,literature/META_ANALYSIS_POOL/Titlyanov et al. - 2005 - Regeneration of artificial injuries on scleractinian corals and coralalgal competition for newly fo.pdf,figure:Fig. 3:p11,figure,Fig. 3,11,digitization/figures/source_pages/b269f689__page-011.png,rendered,Fig. 3. Regeneration and growth rates of damaged tissue in fragments of the corals P. lutea and P. cylindrica at different irradiance during winter and spring periods. Error bars represent mean +/- S.D.,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-b2eaa7a6-rate,audited_candidate_available,b2eaa7a6-c475-4f8e-bec2-2a52585da7c3,Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,rate,literature/META_ANALYSIS_POOL/Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,figure:Fig. 1:p4,figure,Fig. 1,4,digitization/figures/source_pages/b2eaa7a6__page-004.png,rendered,Fig. 1. Lesion recovery as a function of time for shallow and deep water colonies of (a) Porites astreoides and (b) Stephanocoenia michelinii.,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-b2eaa7a6-rate,audited_candidate_available,b2eaa7a6-c475-4f8e-bec2-2a52585da7c3,Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,rate,literature/META_ANALYSIS_POOL/Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,figure:Fig. 2:p6,figure,Fig. 2,6,digitization/figures/source_pages/b2eaa7a6__page-006.png,rendered,Fig. 2. Regression slopes calculated at each time interval for the relation between percentage lesion area recovered versus water depth for (a) Porites astreoides and (b) Stephanocoenia michelinii. Bars indicate 95 percent confidence intervals.,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-b9536b7f-rate,audited_candidate_available,b9536b7f-eb24-428a-8a9f-9750a74faa1f,Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,rate,literature/META_ANALYSIS_POOL/Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,figure:Fig. 2:p8,figure,Fig. 2,8,digitization/figures/source_pages/b9536b7f__page-008.png,rendered,Fig. 2. Mean regeneration of injuries (expressed as a percentage of the original injury size) for injury type and species after 12 and 24 days. Error bars represent 1 SE.,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-b9536b7f-rate,audited_candidate_available,b9536b7f-eb24-428a-8a9f-9750a74faa1f,Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,rate,literature/META_ANALYSIS_POOL/Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,table:Table 4:p11,table,Table 4,11,digitization/figures/source_pages/b9536b7f__page-011.png,rendered,"Table 4. A summary of the repeated measures analysis of covariance testing for differences in regeneration between A. hyacinthus and M. tuberculosa for breakage injuries (Between Subject Effects), and how these patterns change between censuses (Within Subject Effects) after the effect of amount of tissue available for regeneration (ATR) has been adjusted for.","Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-b9536b7f-rate,audited_candidate_available,b9536b7f-eb24-428a-8a9f-9750a74faa1f,Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,rate,literature/META_ANALYSIS_POOL/Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,table:Table 1:p7,table,Table 1,7,digitization/figures/source_pages/b9536b7f__page-007.png,rendered,Table 1. Summary of the repeated measures ANOVA testing for differences in regeneration between species and injury types (Between Subject Effects) and how these patterns change between censuses (Within Subject Effects).,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-c849a042-growth,audited_candidate_available,c849a042-644e-4b4f-a530-33cfb800d9a9,E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,growth,literature/META_ANALYSIS_POOL/E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,figure:Fig. 1:p3,figure,Fig. 1,3,digitization/figures/source_pages/c849a042__page-003.png,rendered,Fig. 1. Fungia granulosa. Corallum after experimental treatment: (a) 1 yr after coverage of the polyp's mouth and part of its corallum with putty; (b) close-up showing asexually derived anthocauli; (c) 6 mo after removal of tissue by air pick; (d) close-up of anthocauli developed 6 mo after tissue removal.,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-c849a042-growth,audited_candidate_available,c849a042-644e-4b4f-a530-33cfb800d9a9,E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,growth,literature/META_ANALYSIS_POOL/E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,figure:Fig. 2:p4,figure,Fig. 2,4,digitization/figures/source_pages/c849a042__page-004.png,rendered,"Fig. 2. Fungia granulosa. Residual tissue developing into a new polyp: (a) new mouth developing 10 d after breakage; (b) new polyp at Day 14; (c) developed anthocaulus at 21 d, showing calyx, scleroseptae and tentacles.","Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-c849a042-growth,audited_candidate_available,c849a042-644e-4b4f-a530-33cfb800d9a9,E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,growth,literature/META_ANALYSIS_POOL/E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,table:Table 2:p4,table,Table 2,4,digitization/figures/source_pages/c849a042__page-004.png,rendered,"Table 2. Fungia granulosa. Characteristics of survival, regeneration, and bud formation, following experimental breakage of various-sized fragments of coral raised under laboratory conditions. Large fragments were greater than 5 septae in thickness, medium-sized fragments were 2 to 5 septae in thickness, and small fragments were 1 septum in thickness. W: with mouth; WO: without mouth.","Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-c849a042-growth,audited_candidate_available,c849a042-644e-4b4f-a530-33cfb800d9a9,E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,growth,literature/META_ANALYSIS_POOL/E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,figure:Fig. 3:p5,figure,Fig. 3,5,digitization/figures/source_pages/c849a042__page-005.png,rendered,"Fig. 3. Fungia granulosa. Tissue fragment: (a) planula-like tissue ball 1 d after excision; (b) tissue ball 21 d after settlement in vitro. Note development of mouth, calyx and septae.","Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-c849a042-growth,audited_candidate_available,c849a042-644e-4b4f-a530-33cfb800d9a9,E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,growth,literature/META_ANALYSIS_POOL/E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,figure:Fig. 4:p5,figure,Fig. 4,5,digitization/figures/source_pages/c849a042__page-005.png,rendered,"Fig. 4. Fungia granulosa. Residual tissue: (a) decalcified bud developed from residual tissue, surrounded by remnant parental tissue; (b) histological section of the bud revealing tissue formation from parental tissues.","Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-c849a042-rate,audited_candidate_available,c849a042-644e-4b4f-a530-33cfb800d9a9,E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,rate,literature/META_ANALYSIS_POOL/E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,table:Table 2:p4,table,Table 2,4,digitization/figures/source_pages/c849a042__page-004.png,rendered,"Table 2. Fungia granulosa. Characteristics of survival, regeneration, and bud formation, following experimental breakage of various-sized fragments of coral raised under laboratory conditions. Large fragments were greater than 5 septae in thickness, medium-sized fragments were 2 to 5 septae in thickness, and small fragments were 1 septum in thickness. W: with mouth; WO: without mouth.","Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-c849a042-rate,audited_candidate_available,c849a042-644e-4b4f-a530-33cfb800d9a9,E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,rate,literature/META_ANALYSIS_POOL/E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,figure:Fig. 2:p4,figure,Fig. 2,4,digitization/figures/source_pages/c849a042__page-004.png,rendered,"Fig. 2. Fungia granulosa. Residual tissue developing into a new polyp: (a) new mouth developing 10 d after breakage; (b) new polyp at Day 14; (c) developed anthocaulus at 21 d, showing calyx, scleroseptae and tentacles.","Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-c849a042-rate,audited_candidate_available,c849a042-644e-4b4f-a530-33cfb800d9a9,E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,rate,literature/META_ANALYSIS_POOL/E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,figure:Fig. 3:p5,figure,Fig. 3,5,digitization/figures/source_pages/c849a042__page-005.png,rendered,"Fig. 3. Fungia granulosa. Tissue fragment: (a) planula-like tissue ball 1 d after excision; (b) tissue ball 21 d after settlement in vitro. Note development of mouth, calyx and septae.","Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-c84ce087-growth,audited_candidate_available,c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,growth,literature/META_ANALYSIS_POOL/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,figure:Fig. 7:p7,figure,Fig. 7,7,digitization/figures/source_pages/c84ce087__page-007.png,rendered,"Fig. 7. Montastrea annularis. Mean difference in growth (mg cm-2 d-1, SE) between damaged and undamaged cores relative to the time of lesion infliction. Horizontal line represents equal growth.","Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-c84ce087-growth,audited_candidate_available,c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,growth,literature/META_ANALYSIS_POOL/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,table:Table 3:p7,table,Table 3,7,digitization/figures/source_pages/c84ce087__page-007.png,rendered,Table 3. Montastrea annularis. Repeated-measures ANOVA on the difference in growth between cores with and without a lesion through time.,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-c84ce087-rate,audited_candidate_available,c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,rate,literature/META_ANALYSIS_POOL/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,figure:Fig. 5:p6,figure,Fig. 5,6,digitization/figures/source_pages/c84ce087__page-006.png,rendered,Fig. 5. Montastrea annularis. Mean lesion size (SE) at infliction of lesion and subsequently through time. The model Size = S0 + (Smax x 10^(slope x days)) is fitted to lesion-size data.,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-c84ce087-rate,audited_candidate_available,c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,rate,literature/META_ANALYSIS_POOL/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,table:Table 2:p6,table,Table 2,6,digitization/figures/source_pages/c84ce087__page-006.png,rendered,Table 2. Estimated parameters (SE) in the model Lesion size = S0 + (Smax x 10^(slope x days)). Parameters were estimated by iterative least-squares line fitting.,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-d110a8f5-growth,audited_candidate_available,d110a8f5-278e-4ba7-a502-32eb61aed5cb,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,growth,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,figure:Fig. 3:p4,figure,Fig. 3,4,digitization/figures/source_pages/d110a8f5__page-004.png,rendered,"Fig. 3 Mean daily growth (cm, SE) of branches from fragmented and unfragmented staghorn colonies. White bars represent growth from the initial sampling period (24-39 d after fragmentation), and black bars represent growth from the complete sampling period (90-129 d after fragmentation). Data from both experiments were pooled for analysis.","Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-d110a8f5-growth,audited_candidate_available,d110a8f5-278e-4ba7-a502-32eb61aed5cb,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,growth,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,figure:Fig. 2:p4,figure,Fig. 2,4,digitization/figures/source_pages/d110a8f5__page-004.png,rendered,Fig. 2 Amount of tissue and skeleton (linear length) of staghorn branch tips and branches used in experiment 1 (a) and 2 (b). White bars represent new coral produced by fragmented donor branches; striped bars represent total linear length of all surviving branch tips; black bars represent new coral produced by unfragmented branches in control colonies.,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-d110a8f5-survival,audited_candidate_available,d110a8f5-278e-4ba7-a502-32eb61aed5cb,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,survival,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,figure:Fig. 2:p4,figure,Fig. 2,4,digitization/figures/source_pages/d110a8f5__page-004.png,rendered,Fig. 2 Amount of tissue and skeleton (linear length) of staghorn branch tips and branches used in experiment 1 (a) and 2 (b). White bars represent new coral produced by fragmented donor branches; striped bars represent total linear length of all surviving branch tips; black bars represent new coral produced by unfragmented branches in control colonies.,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-d17e3c0b-growth,audited_candidate_available,d17e3c0b-32a1-4c10-94fa-7558d22f726e,Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,growth,literature/META_ANALYSIS_POOL/Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,table:Table 2:p4,table,Table 2,4,digitization/figures/source_pages/d17e3c0b__page-004.png,rendered,"Table 2 Number of new polyps formed on the new layer on the cut surface 24 days after fragmentation. The rendered table also reports survival rate, linear extension rate, spawning ratio, and growth-rate comparisons among fragment size groups.","Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-d17e3c0b-growth,audited_candidate_available,d17e3c0b-32a1-4c10-94fa-7558d22f726e,Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,growth,literature/META_ANALYSIS_POOL/Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,table:Table 1:p3,table,Table 1,3,digitization/figures/source_pages/d17e3c0b__page-003.png,rendered,Table 1 Number of new polyps formed on the new layer on the cut surface 24 days after fragmentation. The rendered table also reports survival rate and number of polyps among fragment size groups.,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-d7f996dc-survival,audited_candidate_available,d7f996dc-c00b-423c-b424-965cd78f9d1b,Page and Willis - 2008 - Epidemiology of skeletal eroding band on the Great Barrier Reef and the role of injury in the initia.pdf,survival,literature/META_ANALYSIS_POOL/Page and Willis - 2008 - Epidemiology of skeletal eroding band on the Great Barrier Reef and the role of injury in the initia.pdf,figure:Fig. 7:p12,figure,Fig. 7,12,digitization/figures/source_pages/d7f996dc__page-012.png,rendered,"Fig. 7. Mean size of injuries, artificially created on three scleractinian species (Acropora muricata, Porites cylindrica and Pocillopora damicornis), 1-133 days after injury.","Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-daec544d-growth,audited_candidate_available,daec544d-cfab-46db-be2a-1d3596bc0395,Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,growth,literature/META_ANALYSIS_POOL/Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,figure:Figure 5:p6,figure,Figure 5,6,digitization/figures/source_pages/daec544d__page-006.png,rendered,"Figure 5. Mean proportional change in total colony tissue cover proportion after 60 days for control (C) and wounded (W) fed and starved colonies of different symbiont states (aposymbiotic, symbiotic). Error bars signify standard error.","Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-daec544d-rate,audited_candidate_available,daec544d-cfab-46db-be2a-1d3596bc0395,Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,rate,literature/META_ANALYSIS_POOL/Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,figure:Figure 4:p6,figure,Figure 4,6,digitization/figures/source_pages/daec544d__page-006.png,rendered,Figure 4. Mean proportional change in wound surface area 60 days after lesions were induced. Error bars signify standard error.,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-dde85c3e-growth,audited_candidate_available,dde85c3e-6c0d-4057-9a5a-116138865992,"Bak - 1983 - Neoplasia, regeneration and growth in the reef-building coral Acropora palmata.pdf",growth,"literature/META_ANALYSIS_POOL/Bak - 1983 - Neoplasia, regeneration and growth in the reef-building coral Acropora palmata.pdf",figure:Fig. 3:p4,figure,Fig. 3,4,digitization/figures/source_pages/dde85c3e__page-004.png,rendered,"Fig. 3. Acropora palmata. Growth rates of branches. Horizontal bar of each data point denotes experimental period. Vertical bars show SD. Growth of controls: closed circles. Growth of neoplasia branches: open circles, indicating branches with neoplasia closer (<) and farther (>) than 25 cm from tip of branch. Growth of branches with tissue lesions: open squares, and tissue+skeleton lesions: closed squares.","Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-dde85c3e-rate,audited_candidate_available,dde85c3e-6c0d-4057-9a5a-116138865992,"Bak - 1983 - Neoplasia, regeneration and growth in the reef-building coral Acropora palmata.pdf",rate,"literature/META_ANALYSIS_POOL/Bak - 1983 - Neoplasia, regeneration and growth in the reef-building coral Acropora palmata.pdf",figure:Fig. 5:p5,figure,Fig. 5,5,digitization/figures/source_pages/dde85c3e__page-005.png,rendered,"Fig. 5. Acropora palmata. Surface area of lesions over time showing recovery rate. Tissue lesions: closed circles, tissue+skeleton lesions: open circles.","Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-dde85c3e-rate,audited_candidate_available,dde85c3e-6c0d-4057-9a5a-116138865992,"Bak - 1983 - Neoplasia, regeneration and growth in the reef-building coral Acropora palmata.pdf",rate,"literature/META_ANALYSIS_POOL/Bak - 1983 - Neoplasia, regeneration and growth in the reef-building coral Acropora palmata.pdf",figure:Fig. 4:p4,figure,Fig. 4,4,digitization/figures/source_pages/dde85c3e__page-004.png,rendered,"Fig. 4. Rates of regeneration of tissue lesions (t, dashed lines) and tissue+skeleton lesions (ts, solid lines) expressed as percentage of lesions completely recovered. Coral species and depth of experimental colonies; Ap: Acropora palmata 2 m; Pa: Porites astreoides 10 m and 23 m; Ma: Montastrea annularis 10 m; Aa: Agaricia agaricites 10 m and 25 m.","Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-e2191f69-rate,audited_candidate_available,e2191f69-a271-4c74-be4c-ebe977248362,Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,rate,literature/META_ANALYSIS_POOL/Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,figure:Fig. 1:p6,figure,Fig. 1,6,digitization/figures/source_pages/e2191f69__page-006.png,rendered,"Fig. 1. A photographic series showing the recovery of the tissue and scraping injuries inflicted on Porites over time, where a = tissue injury and b = scraping injury.","Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-e2191f69-rate,audited_candidate_available,e2191f69-a271-4c74-be4c-ebe977248362,Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,rate,literature/META_ANALYSIS_POOL/Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,figure:Fig. 2:p8,figure,Fig. 2,8,digitization/figures/source_pages/e2191f69__page-008.png,rendered,Fig. 2. The amount of regeneration of a central and edge injury for several common reef crest species over 71 days. The error bars are one standard error.,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-e2191f69-rate,audited_candidate_available,e2191f69-a271-4c74-be4c-ebe977248362,Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,rate,literature/META_ANALYSIS_POOL/Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,figure:Fig. 3:p9,figure,Fig. 3,9,digitization/figures/source_pages/e2191f69__page-009.png,rendered,Fig. 3. Percentage of injury regeneration over time for Porites australiensis and Acropora cytherea. The error bars are one standard error.,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-e2191f69-rate,audited_candidate_available,e2191f69-a271-4c74-be4c-ebe977248362,Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,rate,literature/META_ANALYSIS_POOL/Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,table:Table 4:p10,table,Table 4,10,digitization/figures/source_pages/e2191f69__page-010.png,rendered,Table 4. (a) Linear extension of new growth for the two injury types (tissue removal and branch removal) inflicted on Acropora millepora and A. gemmifera. (b) Injury size and regeneration (percent of injury recovered) for the three injury types inflicted on A. millepora and A. gemmifera.,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-ec19aed9-rate,audited_candidate_available,ec19aed9-6875-473a-accb-914b065e6e10,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,rate,literature/META_ANALYSIS_POOL/Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,figure:Fig. 5:p8,figure,Fig. 5,8,digitization/figures/source_pages/ec19aed9__page-008.png,rendered,"Fig. 5. Plots of the average effect of depth, colony size, inter-branch distance, bleaching history stress index, percent live coral tissue, and wound size on the time (in days) for wounds to heal in Pocillopora meandrina, based on a Generalized Linear Mixed Model. Gray bars show the 95% confidence interval on model estimates.","Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-ec19aed9-rate,audited_candidate_available,ec19aed9-6875-473a-accb-914b065e6e10,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,rate,literature/META_ANALYSIS_POOL/Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,figure:Fig. 3:p6,figure,Fig. 3,6,digitization/figures/source_pages/ec19aed9__page-006.png,rendered,Fig. 3. Chronological photographs of wound healing from an initial (April 2017) and subsequent (May 2017) broken branch of a Pocillopora meandrina colony.,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-ec19aed9-rate,audited_candidate_available,ec19aed9-6875-473a-accb-914b065e6e10,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,rate,literature/META_ANALYSIS_POOL/Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,table:Table 1:p4,table,Table 1,4,digitization/figures/source_pages/ec19aed9__page-004.png,rendered,"Table 1. Site names with coordinates, number of Pocillopora meandrina colonies sampled, depth, colony bleaching history, average daily temperature, significant wave height, and time to heal wound.","Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-ec19aed9-rate,audited_candidate_available,ec19aed9-6875-473a-accb-914b065e6e10,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,rate,literature/META_ANALYSIS_POOL/Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,figure:Fig. 4:p6,figure,Fig. 4,6,digitization/figures/source_pages/ec19aed9__page-006.png,rendered,Fig. 4. Scatterplot comparing the number of days to heal an initial wound versus a subsequent wound for each Pocillopora meandrina colony.,"Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
DIG-f46ad039-growth,audited_candidate_available,f46ad039-b2d6-4a0a-860d-98cf61f2a7de,Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,growth,literature/META_ANALYSIS_POOL/Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,figure:Fig. 5A-C:p4,figure,Fig. 5A-C,4,digitization/figures/source_pages/f46ad039__page-004.png,rendered,"Fig. 5A-C Results of the experiment with P. porites. Bars represent means + 1 SE. Panels show macroalgal percent cover, coral growth as relative change in buoyant weight, and grazing scars on corals in the six treatment groups.","Crop exact figure/table panel from rendered source page; do not pool until panel, axes, units, variance, and sample size are verified."
