paper_title,source_id,notebook_present,local_present,local_relpath,local_filename,current_folder,final_status,extraction_readiness,alias_of,response_rate,response_growth,response_reproduction,response_survival,response_mechanism,moderator_environment,moderator_traits,hypothesis_traits,hypothesis_environment,hypothesis_wound_type,hypothesis_geometry,hypothesis_integration,adjudication_basis,final_rationale,screening_bucket,candidate_bins,screening_notes
Paradis et al. - 2019 - Compound effects of thermal stress and tissue abrasion on photosynthesis and respiration in the reef.pdf,b2fc2ce3-e11e-4453-a3be-0df3d15d5454,1,1,literature/MECHANISMS_ONLY/Paradis et al. - 2019 - Compound effects of thermal stress and tissue abrasion on photosynthesis and respiration in the reef.pdf,Paradis et al. - 2019 - Compound effects of thermal stress and tissue abrasion on photosynthesis and respiration in the reef.pdf,MECHANISMS_ONLY,include_mechanism_only,not_for_extraction,,0,0,0,0,1,1,0,0,1,0,0,0,carry_forward_prior_audit,"[Narrative/Mechanism Only] This is a highly relevant physiological study demonstrating that abrasion combined with thermal stress severely limits coral energy balance (Bin 5), but it lacks the extractable macroscopic tissue/calcification outcomes necessary for Bins 1–4. || [Narrative/Mechanism Only] This is a highly relevant physiological study demonstrating that abrasion combined with thermal stress severely limits coral energy balance [16], but it lacks the extractable macroscopic tissue/calcification outcomes necessary for Bins 1–4 [13].",include_mechanism_only,mechanism,"[Narrative/Mechanism Only] This is a highly relevant physiological study demonstrating that abrasion combined with thermal stress severely limits coral energy balance (Bin 5), but it lacks the extractable macroscopic tissue/calcification outcomes necessary for Bins 1–4. || [Narrative/Mechanism Only] This is a highly relevant physiological study demonstrating that abrasion combined with thermal stress severely limits coral energy balance [16], but it lacks the extractable macroscopic tissue/calcification outcomes necessary for Bins 1–4 [13]."
Pavia Jr and Estacion - 2019 - Survival and Growth of Isolated Polyps of Galaxea fascicularis (Linnaeus 1767) on Six Kinds of Cultu.pdf,2eab453f-4b4d-4f55-9502-32cb410dbaad,1,1,literature/EXCLUDED_FINAL/Pavia Jr and Estacion - 2019 - Survival and Growth of Isolated Polyps of Galaxea fascicularis (Linnaeus 1767) on Six Kinds of Cultu.pdf,Pavia Jr and Estacion - 2019 - Survival and Growth of Isolated Polyps of Galaxea fascicularis (Linnaeus 1767) on Six Kinds of Cultu.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,0,0,0,0,1,0,0,manual_override,Isolated-polyp culture paper outside the lesion-healing framework.,review_fulltext_needed,rate|growth|survival,"[Exclude] Primary quantitative data cannot be extracted from the provided text fragments. || [Exclude] Evaluates the aquaculture propagation, survival, and growth of isolated polyps on artificial substrates, rather than evaluating continuous tissue regeneration from a wound or the somatic costs of repairing an injury [2, 3]."
Paz-García - 2006 - Temporal variation in the regeneration rate of artificial lesions in two morphotypes of Porites pana.pdf,6f750c49-3261-482c-ade2-373835f7cf40,1,1,literature/META_ANALYSIS_POOL/Paz-García - 2006 - Temporal variation in the regeneration rate of artificial lesions in two morphotypes of Porites pana.pdf,Paz-García - 2006 - Temporal variation in the regeneration rate of artificial lesions in two morphotypes of Porites pana.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,0,0,0,1,1,1,1,0,0,0,manual_override,Primary regeneration-rate paper in Porites panamensis morphotypes.,review_needed,,No audit record yet.
Pisapia et al. - 2016 - Temporal consistency in background mortality of four dominant coral taxa along Australia’s Great Bar.pdf,df211e9f-33ed-4631-b952-6d5cf48724c8,1,1,literature/EXCLUDED_FINAL/Pisapia et al. - 2016 - Temporal consistency in background mortality of four dominant coral taxa along Australia’s Great Bar.pdf,Pisapia et al. - 2016 - Temporal consistency in background mortality of four dominant coral taxa along Australia’s Great Bar.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,0,0,0,0,0,0,0,manual_override,Background mortality monitoring without an injury treatment or wound-response endpoint.,review_fulltext_needed,growth,"[Exclude] While the study models the exact variables required for Bins 2 and 4, the provided text excerpts are deficient in raw extractable data (means and variances), providing only model significance outputs (p-values and AIC scores). || [Exclude] The study models the relationships between partial mortality and growth, but the provided text is deficient in the raw numerical means and variances required for PRISMA-standard effect size extraction [6, 7]."
Pogoreutz et al. - 2017 - Sugar enrichment provides evidence for a role of n.pdf,,0,1,literature/EXCLUDED_FINAL/Pogoreutz et al. - 2017 - Sugar enrichment provides evidence for a role of n.pdf,Pogoreutz et al. - 2017 - Sugar enrichment provides evidence for a role of n.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,0,0,0,0,0,0,0,manual_override,Nitrogen-fixation/sugar-enrichment physiology study without injury treatment.,review_needed,,No audit record yet.
Putnam and Gates - 2015 - Preconditioning in the reef-building coral Pocillo.pdf,,0,1,literature/EXCLUDED_FINAL/Putnam and Gates - 2015 - Preconditioning in the reef-building coral Pocillo.pdf,Putnam and Gates - 2015 - Preconditioning in the reef-building coral Pocillo.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,0,0,0,0,0,0,0,manual_override,Preconditioning/thermal-acclimation study not centered on wounding.,review_needed,,No audit record yet.
Rapuano et al. - 2023 - Coming of age Annual onset of coral reproduction is determined by age rather than size.pdf,f03ad219-9305-4be5-87b2-05d117103745,1,1,literature/EXCLUDED_FINAL/Rapuano et al. - 2023 - Coming of age Annual onset of coral reproduction is determined by age rather than size.pdf,Rapuano et al. - 2023 - Coming of age Annual onset of coral reproduction is determined by age rather than size.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,0,0,0,0,1,0,0,manual_override,Reproductive timing paper not tied to physical damage or regeneration.,review_fulltext_needed,reproduction,"[Exclude] The study explicitly evaluates the reproductive costs of fragmentation, but the provided text excerpts are deficient in the raw extractable data (means and variances) for these metrics. || [Exclude] The study explicitly evaluates the reproductive costs of fragmentation, but the provided text is deficient in the raw extractable means and variances for these reproductive metrics [8, 10]."
Raymundo et al. - 2016 - Effects of Coralliophila violacea on tissue loss in the scleractinian corals Porites spp. depend on.pdf,06ab1757-8fe9-4325-96ed-6f3106b325e4,1,1,literature/META_ANALYSIS_POOL/Raymundo et al. - 2016 - Effects of Coralliophila violacea on tissue loss in the scleractinian corals Porites spp. depend on.pdf,Raymundo et al. - 2016 - Effects of Coralliophila violacea on tissue loss in the scleractinian corals Porites spp. depend on.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,0,1,0,1,0,1,0,0,1,1,0,0,manual_override,Primary corallivore tissue-loss study relevant to wound consequences and colony performance.,review_fulltext_needed,rate,"[Exclude] Focuses primarily on categorical and histological assessments of host responses rather than providing continuous, extractable macroscopic temporal healing rates or precise mortality comparisons against an un-wounded control. || [Exclude] Focuses on categorical and histological assessments of host responses to predation rather than providing continuous, extractable macroscopic temporal healing rates [14, 15]."
Renegar et al. - Coral Ultrastructural Response to Elevated pCO2 and Nutrients During Tissue Repair and Regeneration.pdf,3c3ec990-34c7-4bdb-bb49-e8d31bf6c201,1,1,literature/MECHANISMS_ONLY/Renegar et al. - Coral Ultrastructural Response to Elevated pCO2 and Nutrients During Tissue Repair and Regeneration.pdf,Renegar et al. - Coral Ultrastructural Response to Elevated pCO2 and Nutrients During Tissue Repair and Regeneration.pdf,MECHANISMS_ONLY,include_mechanism_only,not_for_extraction,,0,0,0,0,1,1,0,0,1,0,0,0,manual_override,Ultrastructural/tissue-repair paper better suited for mechanistic narrative than pooled macro endpoints.,review_needed,,No audit record yet.
Renegar - 2015 - Histology and ultrastructure of Montastraea cavernosa  and Porites astreoides during regeneration an.pdf,6587b0e6-d462-492e-b2aa-177f3d11247d,1,1,literature/MECHANISMS_ONLY/Renegar - 2015 - Histology and ultrastructure of Montastraea cavernosa  and Porites astreoides during regeneration an.pdf,Renegar - 2015 - Histology and ultrastructure of Montastraea cavernosa  and Porites astreoides during regeneration an.pdf,MECHANISMS_ONLY,include_mechanism_only,not_for_extraction,,0,0,0,0,1,0,0,0,0,0,0,0,manual_override,Dissertation focused on histology and ultrastructure during regeneration and recruitment.,review_needed,,No audit record yet.
Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,0ccdd954-1740-44d7-a2c6-6280125057b5,1,1,literature/META_ANALYSIS_POOL/Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,0,0,1,0,0,0,1,1,0,0,manual_override,Primary corallivory-recovery paper with nutrient-source effects on wound outcomes and microbiome.,include_primary_needs_fulltext,growth|rate,"[Exclude] A highly relevant paper testing the interaction of thermal stress, corallivory, and nutrients, but the provided text snippets are deficient in raw extractable data (means, variances, and sample sizes). || [Include in Bins 1, 2] A robust primary experimental study assessing the interactive effects of seawater warming, nutrient enrichment, and corallivory on tissue regeneration and growth [3]. Effect sizes must be extracted via figure digitization."
Rice et al. - 2021 - Complex interactions with nutrients and sediment a.pdf,002a60bc-55c8-4fdb-860a-1169fc99b2a8,1,1,literature/META_ANALYSIS_POOL/Rice et al. - 2021 - Complex interactions with nutrients and sediment a.pdf,Rice et al. - 2021 - Complex interactions with nutrients and sediment a.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,0,1,0,1,0,0,1,0,0,0,manual_override,Primary multi-stressor corallivory paper linking nutrients and sediment to tissue-loss and recovery outcomes.,include_primary_conflicted,rate|survival,"[Exclude] While the study's design and sample sizes are perfectly detailed, the raw extractable means and variances for the continuous macroscopic outcomes (healing rates and mortality) are missing from the provided text snippets. || [Include in Bins 1, 4] A highly relevant multi-stressor field experiment, but raw numerical effect sizes for healing and partial mortality must be digitized from the manuscript's figures."
Rinkevich - 1996 - Do reproduction and regeneration in damaged corals compete for energy allocation.pdf,c7986629-6d1d-454e-891d-dbd1b6664310,1,1,literature/MECHANISMS_ONLY/Rinkevich - 1996 - Do reproduction and regeneration in damaged corals compete for energy allocation.pdf,Rinkevich - 1996 - Do reproduction and regeneration in damaged corals compete for energy allocation.pdf,MECHANISMS_ONLY,include_mechanism_only,not_for_extraction,,0,0,0,0,1,0,0,0,0,1,0,1,manual_override,"Conceptual note framing the regeneration-reproduction trade-off; useful for hypothesis context, not effect-size extraction.",review_needed,,[Exclude] The study is a literature synthesis exploring the hypothesis of energetic trade-offs. It does not provide original primary experimental data for quantitative extraction. || [Exclude] The study is a literature synthesis exploring the hypothesis of energetic trade-offs. It does not provide original primary experimental data for quantitative extraction.
Rodríguez-Villalobos et al. - 2016 - Wound repair in Pocillopora.pdf,e2690aff-5a20-4205-9f93-4c0f46c8d749,1,1,literature/MECHANISMS_ONLY/Rodríguez-Villalobos et al. - 2016 - Wound repair in Pocillopora.pdf,Rodríguez-Villalobos et al. - 2016 - Wound repair in Pocillopora.pdf,MECHANISMS_ONLY,include_mechanism_only,not_for_extraction,,0,0,0,0,1,0,0,0,0,0,0,0,manual_override,Wound-repair paper focused on mechanistic/histological characterization in Pocillopora.,review_needed,,No audit record yet.
Rodríguez-Villalobos et al. - 2015 - Explained and unexplained tissue loss in corals fr.pdf,,0,1,literature/EXCLUDED_FINAL/Rodríguez-Villalobos et al. - 2015 - Explained and unexplained tissue loss in corals fr.pdf,Rodríguez-Villalobos et al. - 2015 - Explained and unexplained tissue loss in corals fr.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,0,0,0,0,0,0,0,manual_override,Tissue-loss epidemiology paper rather than an experimental wound-response study.,review_needed,,No audit record yet.
Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,0fef76ae-f8a7-4598-a71e-60277ed13b79,1,1,literature/EXCLUDED_FINAL/Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,1,0,0,1,0,0,0,manual_override,Bleaching-recovery paper without a physical injury treatment.,review_needed,rate,"[Exclude] The study assesses long-term (15-year) decadal recovery and the ""Phoenix effect"" at the reef/colony level. It lacks the controlled experimental wound-healing paradigm and the continuous macroscopic daily regeneration rates required for the data pool. || [Exclude] The study assesses long-term (15-year) decadal recovery and the ""Phoenix effect"" at the reef/colony level. It lacks the controlled experimental wound-healing paradigm and the continuous macroscopic daily regeneration rates required for the data pool."
Rotjan et al. - 2006 - Chronic parrotfish grazing impedes coral recovery after bleaching.pdf,33d2bc0d-ec51-4225-a216-bf74b34fa89d,1,1,literature/META_ANALYSIS_POOL/Rotjan et al. - 2006 - Chronic parrotfish grazing impedes coral recovery after bleaching.pdf,Rotjan et al. - 2006 - Chronic parrotfish grazing impedes coral recovery after bleaching.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,0,0,0,1,1,0,0,0,0,1,0,0,manual_override,Primary coral-bleaching recovery study where chronic predation worsened post-bleaching performance.,include_mechanism_only,growth|mechanism|rate,"[Narrative/Mechanism Only] This paper provides excellent mechanistic data (Bin 5) demonstrating how chronic predation alters coral-algal symbioses and prolongs bleaching recovery, but it lacks the necessary raw macroscopic tissue/growth data for Bins 1–4. || [Exclude] Primary quantitative data cannot be extracted from the provided text fragments, and the focus is on cellular symbiont density recovery rather than macroscopic tissue regeneration rates [1]."
Rotjan and Lewis - 2009 - Predators selectively graze reproductive structures in a clonal marine organism.pdf,fe532d7a-f878-4a85-962a-7de43d06a80c,1,1,literature/META_ANALYSIS_POOL/Rotjan and Lewis - 2009 - Predators selectively graze reproductive structures in a clonal marine organism.pdf,Rotjan and Lewis - 2009 - Predators selectively graze reproductive structures in a clonal marine organism.pdf,META_ANALYSIS_POOL,include_primary,ready_extract,,1,0,1,0,0,0,0,0,0,0,0,0,carry_forward_prior_audit,"[Include in Bin 3] The study explicitly measures the localized reproductive costs of wounding. However, the raw effect sizes (means and variances) will need to be extracted by digitizing the figures, as the text excerpt is deficient. || [Include in Bin 3] The study explicitly measures the localized reproductive costs of wounding [14]. However, the raw effect sizes (means and variances) will need to be extracted by digitizing the figures, as the text excerpt is deficient in reporting them numerically [15].",include_primary,reproduction,"[Include in Bin 3] The study explicitly measures the localized reproductive costs of wounding. However, the raw effect sizes (means and variances) will need to be extracted by digitizing the figures, as the text excerpt is deficient. || [Include in Bin 3] The study explicitly measures the localized reproductive costs of wounding [14]. However, the raw effect sizes (means and variances) will need to be extracted by digitizing the figures, as the text excerpt is deficient in reporting them numerically [15]."
Sabine et al. - 2015 - Environmental conditions influence tissue regeneration rates in scleractinian corals.pdf,6da70b1c-7428-4a76-904c-b69d981f2824,1,1,literature/META_ANALYSIS_POOL/Sabine et al. - 2015 - Environmental conditions influence tissue regeneration rates in scleractinian corals.pdf,Sabine et al. - 2015 - Environmental conditions influence tissue regeneration rates in scleractinian corals.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,0,0,0,0,0,0,1,0,0,0,manual_override,Primary tissue-regeneration study designed around environmental drivers of healing.,include_primary_needs_fulltext,rate,"[Include in Bin 1] A highly relevant primary study testing healing rates across different environmental/water quality gradients. However, data extraction will require accessing the full manuscript's tables or digitizing its figures, as the provided text is deficient in raw recovery rate numbers. || [Include in Bin 1] A highly relevant field study analyzing the effects of water quality (turbidity, flow, sedimentation) on continuous regeneration rates [4]. Data extraction will require figure digitization."
Samsuri et al. - 2018 - The effectiveness of Trapezia cymodoce in defendin.pdf,,0,1,literature/EXCLUDED_FINAL/Samsuri et al. - 2018 - The effectiveness of Trapezia cymodoce in defendin.pdf,Samsuri et al. - 2018 - The effectiveness of Trapezia cymodoce in defendin.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,0,0,0,0,0,0,0,manual_override,Defensive-symbiont/predation ecology paper without direct healing measurements.,review_needed,,No audit record yet.
Sani et al. - 2024 - Ocean warming and acidification detrimentally affect coral tissue regeneration at a Mediterranean CO.pdf,2059b598-335f-4890-8512-6e1f86fed557,1,1,literature/META_ANALYSIS_POOL/Sani et al. - 2024 - Ocean warming and acidification detrimentally affect coral tissue regeneration at a Mediterranean CO.pdf,Sani et al. - 2024 - Ocean warming and acidification detrimentally affect coral tissue regeneration at a Mediterranean CO.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,0,0,0,1,0,0,1,0,0,0,manual_override,Primary Mediterranean regeneration experiment under warming and acidification.,review_needed,,No audit record yet.
Sani et al. - 2024 - Ocean warming and acidification detrimentally affect coral tissue regeneration at a Mediterranean CO.pdf,8a06a65f-c6b4-427b-8157-52dd6f988da2,1,0,,,DUPLICATES,duplicate_alias,not_for_extraction,Sani et al. - 2024 - Ocean warming and acidification detrimentally affect coral tissue regeneration at a Mediterranean CO.pdf,0,0,0,0,0,1,0,0,0,0,0,0,duplicate_collapse,Duplicate NotebookLM alias of Sani et al. - 2024; the single local PDF is assigned to the retained primary row.,review_fulltext_needed,,"[Exclude] A highly relevant field study utilizing a natural CO2 vent gradient; however, the provided text excerpts are deficient in the raw numerical means and variances required for meta-analysis extraction (which reside in figures and supplementary tables). || [Exclude] A highly relevant field study utilizing a natural CO2 vent gradient; however, the provided text excerpts are deficient in the raw numerical means and variances required for continuous meta-analysis effect size extraction (which reside in figures and supplementary tables) [8, 12]."
Shantz et al. - 2023 - Positive interactions between corals and damselfis.pdf,,0,1,literature/EXCLUDED_FINAL/Shantz et al. - 2023 - Positive interactions between corals and damselfis.pdf,Shantz et al. - 2023 - Positive interactions between corals and damselfis.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,0,0,0,0,0,0,0,manual_override,Damselfish interaction paper not centered on injury response.,review_needed,,No audit record yet.
Shaver et al. - 2017 - Effects of predation and nutrient enrichment on the success and microbiome of a foundational coral.pdf,9d6998fc-caf1-4dbd-883f-ad9b9184d062,1,1,literature/META_ANALYSIS_POOL/Shaver et al. - 2017 - Effects of predation and nutrient enrichment on the success and microbiome of a foundational coral.pdf,Shaver et al. - 2017 - Effects of predation and nutrient enrichment on the success and microbiome of a foundational coral.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,0,1,0,1,1,1,0,0,1,1,0,0,manual_override,"Primary field experiment showing predation effects on growth, mortality, tissue loss, and microbiome in Acropora cervicornis.",include_mechanism_only,mechanism,"[Exclude] While the study models the exact variables required for Bins 2, 4, and 6 (Stressor), the provided text snippets are deficient in raw extractable data (means, variances, and precise sample sizes) for the macroscopic variables. || [Narrative/Mechanism Only] While the study models the macroscopic variables required for Bins 2 and 4, the provided text snippets are deficient in the raw extractable data (means and variances) necessary for meta-analysis [13, 14]. However, it provides highly valuable mechanistic data (Bin 5) regarding shifts in the coral microbiome in response to predation and nutrient enrichment [15, 17]."
Shirur et al. - 2016 - Lesion recovery and the bacterial microbiome in two Caribbean gorgonian corals.pdf,3b500dbd-57b5-46ab-83a1-bacffec122a8,1,1,literature/EXCLUDED_FINAL/Shirur et al. - 2016 - Lesion recovery and the bacterial microbiome in two Caribbean gorgonian corals.pdf,Shirur et al. - 2016 - Lesion recovery and the bacterial microbiome in two Caribbean gorgonian corals.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,0,0,0,0,0,0,0,carry_forward_prior_audit,"[Exclude] The studied organisms are gorgonian soft corals, falling entirely outside the taxonomic scope of the Scleractinian regeneration data pool. || [Exclude] The studied organisms are gorgonian soft corals, falling entirely outside the taxonomic scope of the Scleractinian regeneration data pool [21, 22].",exclude_scope,,"[Exclude] The studied organisms are gorgonian soft corals, falling entirely outside the taxonomic scope of the Scleractinian regeneration data pool. || [Exclude] The studied organisms are gorgonian soft corals, falling entirely outside the taxonomic scope of the Scleractinian regeneration data pool [21, 22]."
Sogin et al. - 2016 - Metabolomic signatures of increases in temperature.pdf,,0,1,literature/EXCLUDED_FINAL/Sogin et al. - 2016 - Metabolomic signatures of increases in temperature.pdf,Sogin et al. - 2016 - Metabolomic signatures of increases in temperature.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,1,0,0,1,0,0,0,manual_override,Metabolomic temperature study without physical damage.,review_needed,,No audit record yet.
Soong and Lang - 1992 - Reproductive Integration in Reef Corals.pdf,635d9cb2-270b-4bcc-b676-c84b81b0620b,1,1,literature/META_ANALYSIS_POOL/Soong and Lang - 1992 - Reproductive Integration in Reef Corals.pdf,Soong and Lang - 1992 - Reproductive Integration in Reef Corals.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,0,0,1,0,1,0,0,0,0,0,0,1,manual_override,Primary reproductive-cost paper central to colony integration and trade-off hypotheses.,include_primary_conflicted,reproduction,"[Exclude] The source text is missing from the data pool, preventing any data extraction. || [Include in Bin 3] The study explicitly tests the localized reproductive costs of wounding and colony integration. However, the exact effect sizes (means and variances) will need to be extracted by digitizing the full manuscript's figures or tables."
Titlyanov et al. - 2005 - Regeneration of artificial injuries on scleractinian corals and coralalgal competition for newly fo.pdf,b269f689-c2c5-48a1-8ecb-f284c3ed7edc,1,1,literature/META_ANALYSIS_POOL/Titlyanov et al. - 2005 - Regeneration of artificial injuries on scleractinian corals and coralalgal competition for newly fo.pdf,Titlyanov et al. - 2005 - Regeneration of artificial injuries on scleractinian corals and coralalgal competition for newly fo.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,0,0,0,0,0,0,0,1,0,0,manual_override,Primary artificial-injury regeneration dataset with coral-algal competition context.,include_primary_needs_fulltext,rate|growth,"[Include in Bins 1, 2] A highly relevant primary study that measures standardized growth and healing rates under varying abiotic conditions. However, data extraction will require digitizing the figures, as the provided text is deficient in raw numbers. || [Include in Bins 1, 2] A highly relevant primary study that measures standardized growth and healing rates under varying abiotic conditions (light intensity) and injury types. Data extraction will require figure digitization."
Titlyanov et al. - 2006 - Three stages of injuries regeneration on scleractinian corals.pdf,9c887b4c-dae5-4725-96db-948c2491e53d,1,1,literature/META_ANALYSIS_POOL/Titlyanov et al. - 2006 - Three stages of injuries regeneration on scleractinian corals.pdf,Titlyanov et al. - 2006 - Three stages of injuries regeneration on scleractinian corals.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,0,0,1,0,0,0,1,1,0,0,manual_override,Primary staged-regeneration paper relevant to both wound dynamics and mechanism narrative.,include_primary_needs_fulltext,rate|growth,"[Include in Bins 1, 2] Provides the necessary data for both regeneration and growth costs across multiple injury phenotypes, but accurate effect sizes and variance (SD) must be extracted via figure digitization. || [Include in Bins 1, 2] Provides comprehensive categorical tracking of both regeneration speeds and whole-fragment growth costs across multiple injury phenotypes and morphological forms. Accurate effect sizes and variance must be extracted via figure digitization."
Titlyanov and Titlyanova - 2008 - Coral-algal competition on damaged reefs.pdf,2cd850ba-5662-43f4-afba-0ed8cf21b77f,1,1,literature/EXCLUDED_FINAL/Titlyanov and Titlyanova - 2008 - Coral-algal competition on damaged reefs.pdf,Titlyanov and Titlyanova - 2008 - Coral-algal competition on damaged reefs.pdf,EXCLUDED_FINAL,exclude_review,not_for_extraction,,0,0,0,0,0,0,0,0,0,1,0,0,manual_override,Review article on damaged reefs and coral-algal competition.,review_fulltext_needed,,"[Exclude] Primary text, methods, and quantitative data are missing from the provided excerpts. || [Exclude] Primary quantitative data cannot be extracted from the provided text fragments."
Titlyanov and Titlyanova - 2009 - The dynamics of the restoration of mechanical damage to colonies of the scleractinian coral Porites.pdf,292bbd72-e4b1-422c-8fbb-5b3201d2cd0c,1,1,literature/META_ANALYSIS_POOL/Titlyanov and Titlyanova - 2009 - The dynamics of the restoration of mechanical damage to colonies of the scleractinian coral Porites.pdf,Titlyanov and Titlyanova - 2009 - The dynamics of the restoration of mechanical damage to colonies of the scleractinian coral Porites.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,0,0,0,0,0,0,0,1,0,0,manual_override,Primary regeneration study focused on Porites mechanical damage and restoration dynamics.,include_primary_conflicted,rate,"[Exclude] The provided text lacks the extractable raw numerical means, variances, and exact sample sizes necessary to quantify regeneration rates. || [Include in Bin 1] *(Update from previous evaluation based on newly provided text)*: The text explicitly provides extractable continuous healing rates and variances under controlled illumination conditions, making it suitable for temporal regeneration comparisons."
Townsend et al. - 2023 - Differing lesion recovery rates of two Caribbean stony coral species across a shallow water to mesop.pdf,347f789a-ef73-4089-aa77-0e46f2b2d196,1,1,literature/META_ANALYSIS_POOL/Townsend et al. - 2023 - Differing lesion recovery rates of two Caribbean stony coral species across a shallow water to mesop.pdf,Townsend et al. - 2023 - Differing lesion recovery rates of two Caribbean stony coral species across a shallow water to mesop.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,0,0,0,0,1,1,1,0,0,0,manual_override,Primary comparative lesion-recovery study across depth/habitat.,include_primary_needs_fulltext,rate,"[Exclude] While the study models continuous regeneration across a depth gradient, the provided text excerpts are deficient in raw extractable data (means and variances), providing only statistical regression outputs. || [Include in Bin 1] A highly relevant field study analyzing how continuous tissue regeneration metrics change across a depth gradient (shallow to mesophotic). However, the raw effect sizes (means and variances) will need to be extracted or digitized from the manuscript's figures."
Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the c.pdf,,0,1,literature/DUPLICATES/Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the c.pdf,Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the c.pdf,DUPLICATES,duplicate_alias,not_for_extraction,Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the corals Pocillopora damicornis and Acropora hyacinth.pdf,0,0,0,0,0,0,0,0,0,0,0,0,manual_override,Truncated duplicate of the full Traylor-Knowles wound-healing paper.,review_needed,,No audit record yet.
Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the corals Pocillopora damicornis and Acropora hyacinth.pdf,4bbb3e36-0aa5-4900-b239-5002ab60869e,1,1,literature/MECHANISMS_ONLY/Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the corals Pocillopora damicornis and Acropora hyacinth.pdf,Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the corals Pocillopora damicornis and Acropora hyacinth.pdf,MECHANISMS_ONLY,include_mechanism_only,not_for_extraction,,0,0,0,0,1,0,0,0,0,0,0,0,manual_override,Mechanistic wound-healing comparison emphasizing cellular and immune characteristics rather than extractable macro-rate data.,review_fulltext_needed,rate,"[Exclude] The study reports the time to categorical appearance of qualitative healing features rather than a standardized, continuous daily regeneration rate. It also lacks extractable variance and precise sample sizes in the text. || [Exclude] The study reports the categorical time to the appearance of qualitative healing features rather than a standardized, continuous daily regeneration rate, and it lacks extractable variance (SD/SE) in the text."
Van De Water et al. - 2015 - Elevated seawater temperatures have a limited impact on the coral immune response following physical.pdf,52ab8446-3076-4c6b-84e1-6fcad1419ebf,1,1,literature/MECHANISMS_ONLY/Van De Water et al. - 2015 - Elevated seawater temperatures have a limited impact on the coral immune response following physical.pdf,Van De Water et al. - 2015 - Elevated seawater temperatures have a limited impact on the coral immune response following physical.pdf,MECHANISMS_ONLY,include_mechanism_only,not_for_extraction,,0,0,0,0,1,1,0,0,1,0,0,0,manual_override,Mechanistic immune-response study following physical damage under elevated temperature.,review_needed,,No audit record yet.
