source_id,paper_title,final_status,extraction_readiness,response_rate,response_growth,response_reproduction,response_survival,moderator_environment,moderator_traits,study_type,study_year,location_raw,site_name,country_territory,water_body,latitude_raw,longitude_raw,latitude,longitude,depth_min_m,depth_max_m,species,growth_form,tissue_type,colony_size_cm,symbiont_status,lesion_source,lesion_method,lesion_type,area_mm2,rel_wound_size,perimeter_mm,lesion_depth,num_lesions,lesion_position,temperature_c,temp_manip,ph_or_pco2,nutrient_enrich,light_par,light_regime,sedimentation,flow_regime,sample_size,replication_level,randomization,blocking,control_description,notes,notebook_covariate_status,query_batch_id,query_attempts,latitude_approx,longitude_approx,approx_coordinate_basis,approx_coordinate_confidence,approx_location_notes,latitude_best,longitude_best,best_coordinate_basis,best_coordinate_confidence
b269f689-c2c5-48a1-8ecb-f284c3ed7edc,Titlyanov et al. - 2005 - Regeneration of artificial injuries on scleractinian corals and coralalgal competition for newly fo.pdf,include_primary,needs_digitization,1,0,0,0,0,0,laboratory,2002-2003,"Sesoko Station of Tropical Biosphere Research Center of the University of the Ryukyus, Sesoko Island, Okinawa, Japan",Sesoko Station,Japan,,26°38'N,127°52'E,26.633333,127.866667,1,1.5,"Porites cylindrica, Porites lutea","branched, massive",fragment,,hermatypic,experimental,"Water-Pik, chisel, hand-saw or pincers and file, fresh water osmotic shock, cement","tissue and skeleton, tissue",,<= 10%,,1-2 mm,1,"middle part, top to bottom",18-31,,,,30-1400,"70-90% PAR0, 30-50% PAR0, 10-20% PAR0, 2-5% PAR0",,intensively aerated; water change approximately 30% h-1,5 coral fragments (n=5) for average regeneration and settlement measurements,5 fragments per measurement,,,,"Examined the regeneration rates of 5 types of artificial injuries (chisel, file, Water Pik, osmotic, cement) in fragments of massive Porites lutea and branching Porites cylindrica across different light intensities and seasons. Evaluated how colonization of the injured surface by algae and animals affected recovery physically and chemically. [repair: Initial artificial lesion areas were described proportionally (up to 10% of living tissue) rather than in absolute units, and the sample size for measurements was reported as n=5 fragments.] [agent repair: Injury size is not stated as a directly convertible area in the accessible text.]",parsed,batch_111,1,,,,,,26.633333,127.866667,reported_exact,high
9c887b4c-dae5-4725-96db-948c2491e53d,Titlyanov et al. - 2006 - Three stages of injuries regeneration on scleractinian corals.pdf,include_primary,needs_digitization,1,0,0,0,0,0,laboratory,2002-2003,"Sesoko Station of Tropical Biosphere Research Center of University of the Ryukyus, Sesoko Island, Okinawa, Japan",Sesoko Station,Japan,,26°38' N,127°52' E,26.633333,127.866667,1,1.5,"Porites lutea, Porites cylindrica","massive, branching","fragment, colony",,zooxanthellate,experimental,"Water-Pik, chisel, pincers, hand-saw, fresh water osmotic shock, cement","tissue and skeleton, tissue",,<=10%,,1-2 mm,1,"middle part, upper, lateral, basal",18-30,,,,800-1800,"70-90% PAR0, 30% PAR0, 20-30% PAR0, 3-5% PAR0, <1% PAR0",,"intensively aerated, water change approximately 30% h-1","8 fragments for growth rate measurements, and 5 fragments for lesion recovery measurements","8 fragments for growth, 5 fragments for regeneration",,,,"Examined the regeneration dynamics of different types of artificial injuries (Water-Pik, chisel, breakage, osmotic shock, cement) on massive Porites lutea and branching Porites cylindrica under different light intensities and positions. Assessed algal and animal colonization during three stages of recovery. [repair: Initial lesion areas were described proportionally (no more than 10% of the living tissue area) rather than in absolute units, and sample sizes varied depending on the specific measurement (n=8 or n=5).]",parsed,batch_112,1,,,,,,26.633333,127.866667,reported_exact,high
292bbd72-e4b1-422c-8fbb-5b3201d2cd0c,Titlyanov and Titlyanova - 2009 - The dynamics of the restoration of mechanical damage to colonies of the scleractinian coral Porites.pdf,include_primary,needs_digitization,1,0,0,0,0,0,laboratory,2003,"Sesoko Marine Biological Station (Sesoko Island, Okinawa, Japan)",Sesoko Marine Biological Station,Japan,,26°38'N,127°52'E,26.633333,127.866667,1.5,2,Porites lutea,massive,fragment,,hermatypic,experimental,hand saw,tissue and skeleton,2500,,,,1,upper parts,18-31,,,,800-1600,"70-90% PAR0, 20-30% PAR0, 2-5% PAR0",,"run-through aquaria, intensively aerated, water exchange about 30% per hour","3 specimens (n=3) for calculating means and standard deviations, with 3 damaged fragments placed in each aquarium",3 damaged fragments per aquarium (n=3),,,,"Investigated the dynamics of algal settling and the rate of regeneration on mechanically damaged fragments of massive Porites lutea under three different light intensities in aquaria, in the absence of herbivorous and corallivorous animals. [repair: Sample size was explicitly reported as 3 specimens (n=3) for the primary regeneration and algal covering measurements.]",parsed,batch_114,1,,,,,,26.633333,127.866667,reported_exact,high
347f789a-ef73-4089-aa77-0e46f2b2d196,Townsend et al. - 2023 - Differing lesion recovery rates of two Caribbean stony coral species across a shallow water to mesop.pdf,include_primary,needs_digitization,1,0,0,0,0,1,field,,"offshore from Saint Thomas, US Virgin Islands","South Capella, South Capella (deep), Buck Island, Flat Cay, Hind Bank, Grammanik Bank, College Shoal",USA,Caribbean Sea,,,,,13,41,"Orbicella franksi, Agaricia lamarcki","massive boulder, sheeting scroll",colony,>10,zooxanthellate,experimental,small chisel or flathead screwdriver,tissue,158-700,,,,1,center of the colony facing directly upwards,,,,,,,,,48,3 colonies per species at each of the 8 sites,random direction from a haphazardly placed marker at each site,,healthy area adjacent to the lesion with entirely healthy tissue used as baseline for pigmentation,"Assessed coral tissue recovery for O. franksi and A. lamarcki across a shallow to mesophotic depth gradient. O. franksi regeneration rates decreased significantly with depth, whereas A. lamarcki regeneration rates were consistent across depths with an increased pigmentation recovery rate at mesophotic depths. [repair: Coordinates and ambient water temperatures were not explicitly reported in the text, with temperature summaries relegated to supplemental tables.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]",parsed,batch_115,1,18.335765,-64.896335,island_centroid,low,The US Virgin Islands sites span multiple banks/reefs across separate localities; a single point would be misleading. US Virgin Islands territory centroid used as a broad proxy for the multi-bank study extent.,18.335765,-64.896335,island_centroid,low
2e76dce4-6cb4-46c0-b8c4-a1cc91b1578c,Van Veghel and Bak - 1994 - Reproductive characteristics of the polymorphic Caribbean reef building coral Montastrea annularis..pdf,include_primary,needs_digitization,0,0,1,0,1,0,field,1992,leeward coast of Curaçao,CARMABI Buoy 1,Netherlands Antilles,Caribbean Sea,,,,,11,16,Montastrea annularis,"bumpy, massive, columnar",colony,,,experimental,submersible drill,tissue and skeleton,160,,,4 mm,1,upper surface,,,,,,,,,75,"25 colonies of each morphotype (Bumpy, Massive, Columnar)",haphazardly selected colonies,,living tissue >20 cm distant from the lesion on the same colony,Examined the relation between surface lesion regeneration and reproduction in three morphotypes of Montastrea annularis. Found that fecundity was reduced in polyps adjacent to lesions and that regeneration processes and reproduction are linked and compete for limited energy resources. [repair: Coordinates and ambient or experimental water temperatures were not explicitly reported in the study.] [agent repair: Explicit latitude/longitude were not reported in the accessible text. Temperature was not reported as a single explicit study-level value.],parsed,batch_119,1,12.124722,-68.972222,site_facility_centroid,high,CARMABI Buoy 1 site on Curaçao.,12.124722,-68.972222,site_facility_centroid,high
26d408bb-bf97-4b1a-8b59-a62f74d3d475,Van Woesik - 1998 - Lesion healing on massive Porites spp. corals.pdf,include_primary,needs_digitization,1,0,0,0,0,1,field,1994-1996,"eastern side of Ikei Island, Okinawa, Japan",Ikei Island,Japan,inner reef moat,26° 23' N,128° 00' E,26.383333,128.000000,0.1,3,"Porites lutea, Porites lobata",massive,colony,70-100,,experimental,,tissue,15-1310,,,,3,15 to 40 degrees to the horizontal plane,,,,,,,,well-flushed,10,3 differently sized tissue lesions to each of 10 massive colonies,,,,"Inflicted 3 differently sized tissue lesions on 10 massive Porites spp. colonies. Found that all but one lesion healed completely within 19 months, regeneration rates decreased exponentially over time based on surface area, and a higher perimeter to surface area ratio facilitated faster regeneration. [repair: Experimental or ambient water temperatures were not explicitly reported in the study.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]",parsed,batch_120,1,,,,,,26.383333,128.000000,reported_exact,high
6dffe94d-a664-4a6c-8daf-f25ecfa5b50d,"Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",include_primary,needs_digitization,0,1,1,1,0,0,field,1988-1989,"Rottnest Island, off the Western Australian coast","Little Salmon Bay, Mary Cove",Australia,,32° S,,,,,,Pocillopora damicornis,branching,colony,30-50,,experimental,"hammer, knocked from reef",tissue and skeleton,,50%,,,,throughout the colony,,,,,,,,,58,orthogonal design with 4 treatments across 2 sites,,,"not fragmented, not dislodged corals","Investigated the effect of mechanical damage (fragmentation and dislodgement) on the growth, reproduction, and lipid storage of Pocillopora damicornis. Dislodgement increased mortality and decreased growth and reproduction, while fragmentation increased reproductive potential without affecting mortality or growth. [repair: Latitude was explicitly reported (as 32 S), but longitude, numeric depth bounds, initial lesion areas, and ambient or experimental water temperatures were not provided in the study.] [agent repair: Only latitude was explicitly reported. Longitude, depth, lesion area, and temperature were not recoverable. Sample sizes were reported as multiple treatment-group counts.] [coordinate cleanup: partial one-sided coordinate removed from decimal columns]",parsed,batch_122,1,-32.002000,115.517000,island_centroid,low,Coarse Rottnest Island proxy for the Little Salmon Bay / Mary Cove study extent; a site-specific midpoint was not recoverable.,-32.002000,115.517000,island_centroid,low
32a1561c-9cd6-4e97-9287-c9e5eafafc22,Welsh et al. - 2015 - Clustered parrotfish feeding scars trigger partial coral mortality of massive Porites colonies on th.pdf,include_primary,needs_digitization,0,0,0,1,0,1,field,,"fringing reefs of Pioneer Bay, on the leeward side of Orpheus Island, an inshore granitic island on the GBR","Pioneer Bay, Orpheus Island",Australia,Great Barrier Reef,18°35'S,146°20'E,-18.583333,146.333333,0.5,1,Porites spp.,massive,colony,"440.9 to 8,386.7 cm2 surface area",,natural,Chlorurus microrhinos feeding,tissue and skeleton,418-619,< 23.1%,,0.2-1.8 mm,1 to >3,relatively planar surface,,,,,,,,,30,"2 sites, 15 feeding marks per site (11 single feeding scars and 19 scar clusters overall)",,,,"Monitored the fate of single versus clustered feeding scars inflicted by the excavating parrotfish Chlorurus microrhinos on massive Porites colonies. Found that single scars had a 97% probability of healing, while focused biting with clustered scars often expanded and led to partial coral mortality. [repair: Experimental or ambient water temperatures were not explicitly reported in the study.] [agent repair: Temperature was not reported as a single explicit study-level value.]",parsed,batch_123,1,,,,,,-18.583333,146.333333,reported_exact,high
d48f4420-bee1-4bd3-95e6-7f646095131b,Wesseling et al. - 2001 - Partial Mortality in Porites Corals Variation among Philippine Reefs.pdf,include_primary,ready_extract,0,0,0,1,1,0,field,1995,"Bolinao, NW Luzon; Puerto Galera, Mindoro; and El Nido, N Palawan","Bolinao, Puerto Galera, El Nido",Philippines,,,,,,2,10,Porites spp.,massive,colony,1135 cm2 surface area,,natural,,tissue,,15%,,,1.7 per dm2,,,,,,,,10-30 mg DW cm-2 d-1,,642,"3 sites, 4-5 stations per site, ~50 colonies per station",,,,"Quantified partial mortality in massive Porites corals across three sites in the Philippines. Found that lesion density decreased with increasing colony area and increased with increasing sedimentation and wave exposure. [repair: Coordinates, exact initial lesion areas (as this was an observational study grouping existing lesions into size classes), and ambient water temperatures were not explicitly reported.] [agent repair: Explicit latitude/longitude were not reported in the accessible text. A single directly comparable wound area was not explicitly reported. Temperature was not reported as a single explicit study-level value.]",parsed,batch_124,1,13.691220,120.080573,study_extent_midpoint,low,"Three Philippine reef systems (Bolinao, Puerto Galera, El Nido) span a broad archipelago footprint; no single centroid would be interpretable. Midpoint proxy across Bolinao, Puerto Galera, and El Nido reef systems in the Philippines.",13.691220,120.080573,study_extent_midpoint,low
1d237b2c-1d5d-479a-985a-bde3d28a4fce,Wolf and Nugues - 2013 - Synergistic effects of algal overgrowth and corallivory on Caribbean reef‐building corals.pdf,include_primary,needs_digitization,0,1,0,1,0,0,field and laboratory,2010,"Curaçao, southern Caribbean","Carmabi Buoy One, Carmabi Buoy Zero, Marie Pompoen, Spanish Water, Playa Kalki",Curaçao,Caribbean Sea,"12°07.551' N, 12°05.525' N, 12°03.790' N, 12°22.530' N","68°58.529' W, 68°58.592' W, 68°54.516' W, 68°51.190' W, 69°09.470' W",12.375500,-69.157833,4,8,"Montastraea faveolata, Montastraea cavernosa, Siderastrea siderea, Colpophyllia natans, Diploria strigosa, Montastraea annularis",massive,"colony, fragment",~300 cm2,,experimental,Halimeda opuntia overgrowth and Hermodice carunculata or Coralliophila abbreviata corallivory,tissue,9000,,,,,,29.4-30.8,,,,,~30% of the incident surface photosynthetically active radiation,,flow-through seawater (~4-5 L/minute),11-14 replicates per species in the field survey; 20 colonies per treatment in the field experiment; 6 coral fragments per tank section in the laboratory experiments,Field: 20 colonies per treatment; Lab: 6 coral fragments per treatment combination per section,randomly allocated,,Field: untouched coral colony; Lab: no algae added and/or no corallivores added,"Investigated the indirect and synergistic effects of algal overgrowth (Halimeda opuntia) and corallivory on Caribbean reef-building corals. Found that algal contact enhanced coral tissue mortality by attracting corallivorous fireworms (Hermodice carunculata). [repair: Growth form was inferred as massive based on the standard morphology of the focal species (e.g., Montastraea spp., Diploria strigosa, Siderastrea siderea), and sample sizes varied depending on the specific survey or experiment conducted.]",parsed,batch_125,1,,,,,,12.375500,-69.157833,reported_exact,high
9cbae935-6259-4ba6-a2ec-44d3f3bc0902,Yap and Gomez - 1984 - Growth of Acropora pulchra II. Responses of natural and transplanted colonies to temperature and da.pdf,include_primary,needs_digitization,0,1,0,1,1,0,field,1980-1982,"lagoon of Santiago Island in Bolinao, Pangasinan, northern Philippines","Sites A, B, C (artificial reef), and D",Philippines,Lingayen Gulf,between Lat. 16o21 ' and 16~,between Long. 119~ ' and 120~,,,3,5,Acropora pulchra,branching,branch,,,experimental,broken off,tissue and skeleton,,,,,,,26.0-31.0,,,,,11.29 to ~13 h day length,,,"At least 15 colonies per control site and a minimum of 15 fragments for transplants, with 2 branches monitored per colony/transplant",at least 15 colonies per site (2 branches per colony) for controls; minimum 15 fragments broken off for transplants,,,"naturally-established undisturbed colonies growing side by side in each of Sites A, B and D","Studied the growth of undisturbed colonies and transplants of branching Acropora pulchra over a 17-month period. Monitored linear growth, budding, and regeneration of broken branches in relation to temperature and day length. [repair: Coordinates were explicitly reported but contain OCR artifacts (e.g., '~' or 'o'), and initial lesion areas were not reported as the study measured linear branch extension.] [agent repair: Depth was explicitly reported as 0.5-2 m and 3-5 m. Temperature was explicitly reported as 26-27 C. Growth form was branching. Coordinates and lesion area were not recoverable.]",parsed,batch_128,1,16.385600,119.894500,town_or_lab_centroid,medium,"Exact coordinates were reported in the source, but OCR artifacts make them unsuitable for a new approximate point. Bolinao town proxy used for the Bolinao Lingayen Gulf study.",16.385600,119.894500,town_or_lab_centroid,medium
